epoch,accuracy,loss,val_accuracy,val_loss
0,0.5319749712944031,1.3512133359909058,0.6395999789237976,1.025523066520691
1,0.703249990940094,0.8465631008148193,0.7304999828338623,0.7796136736869812
2,0.775475025177002,0.6395609974861145,0.7796000242233276,0.6461823582649231
